,id,price,bedrooms,bathrooms,sqft_living,sqft_total,floors,waterfront,view,condition,grade,built,renovated,living_area
3057,8092501240,219950,3,1.5,1620,9310,1,0,0,4,7,1967,0,1610
3058,9552701030,770000,4,2.5,2350,8001,2,0,0,4,8,1987,0,2460
3059,9477101280,424950,3,1.75,2090,7505,1,0,0,3,7,1967,0,1510
3060,7462900015,387000,3,2.25,1760,45133,2,0,0,3,7,1984,0,1910
3061,6744700302,790000,4,1.75,2050,10920,1,0,3,3,8,1974,0,2440
3062,3163600015,156000,2,1,600,4000,1,0,0,3,5,1933,0,1290
3063,6896300375,580000,2,1,2540,7000,1,0,0,5,8,1942,0,2160
3064,7419700015,490000,4,2.25,2090,10869,2,0,0,3,8,1970,0,1800
3065,4473400195,950000,5,3.25,2700,3650,2,0,2,3,9,1926,2014,1940
3066,9358001566,400000,2,2.5,1410,1281,2,0,0,3,8,2008,0,1410
3067,6145600900,325000,2,2.5,1170,1638,2,0,0,3,8,2008,0,1350
3068,1865000110,365000,4,2.5,2540,6688,2,0,0,3,9,2002,0,2810
3069,8698100115,255000,3,1.75,2190,6000,1.5,0,0,4,7,1920,0,1610
3070,1454600038,985000,5,3.5,3890,13261,2,0,1,3,9,1984,0,3080
3071,5652601425,595000,4,2.5,2030,10722,1,0,0,3,7,1967,0,1610
3072,6381500690,427500,3,1,1350,7085,1,0,0,5,7,1944,0,1350
3073,1778500015,728000,3,1.5,1940,4000,1.5,0,0,3,8,1915,0,1940
3074,6021500245,549950,2,1,1260,4000,1,0,0,3,7,1940,0,1780
3075,2926049382,650000,3,2,2800,10501,1,0,0,3,7,1954,0,2260
3076,1692900110,1125000,5,3.25,3080,13394,1,0,2,4,9,1968,0,2810
3077,8651401270,203000,3,1,840,6500,1,0,0,5,6,1969,0,920
3078,3332500265,311000,2,1,860,3300,1,0,0,5,6,1903,0,1380
3079,4027700853,387500,6,2,2400,7684,1,0,0,3,6,1932,2005,1290
3080,7301300215,370000,4,2,1640,7200,1,0,0,3,7,1963,0,1500
3081,7663700792,228000,2,1,1060,6100,1,0,0,3,6,1951,0,1550
3082,2919702235,740000,2,1.75,2080,4800,1,0,0,5,7,1923,0,1310
3083,5476200123,200000,4,2,2090,6630,1,0,0,3,7,1974,0,1550
3084,3797002585,660000,3,1,1240,3500,1,0,0,4,7,1927,0,1650
3085,8864000735,275000,4,2,2030,8426,2,0,0,3,7,1944,0,1190
3086,1193000115,708000,2,1,1120,5250,1,0,0,3,7,1938,0,1510
3087,7334501240,280000,3,2.5,1270,9675,2,0,0,3,8,1993,0,1270
3088,7885801460,325000,4,2.5,2260,5702,2,0,0,3,8,2002,0,2450
3089,1823099076,495000,3,2.5,1780,47480,2,0,0,3,7,1995,0,1890
3090,8900000110,691000,2,2,1780,3810,1.5,0,0,3,7,1922,0,1690
3091,251620110,2288000,4,2.5,4080,18362,2,0,2,4,11,1983,0,4080
3092,221049191,329500,3,2.5,2120,22482,1,0,0,5,7,1979,0,2330
3093,9264950940,348000,3,2.5,2060,7458,2,0,0,3,9,1989,0,2480
3094,8820902540,425000,2,1,1670,6212,1,0,0,4,7,1947,0,1670
3095,3438500625,210000,3,1,1080,21043,1,0,0,3,6,1942,0,1380
3096,7452500315,285000,2,1,1210,4895,1,0,0,3,6,1951,0,1100
3097,8945200750,222000,3,1,990,8840,1,0,0,3,6,1966,0,1120
3098,2599001240,200000,4,2.5,1720,9600,1,0,0,3,7,1961,0,1520
3099,5360200054,247500,3,2,1530,8749,1,0,0,3,7,1995,0,1750
3100,622069006,1500000,4,5.5,6550,217374,1,0,0,3,11,2006,0,4110
3101,84000245,190000,3,1.75,1100,9452,1,0,0,3,6,1942,0,1350
3102,5605000590,975000,4,2.5,3020,4950,1.5,0,0,4,9,1921,0,2300
3103,6613000015,1130000,4,3,3180,4649,2,0,0,4,9,1925,0,2720
3104,5151600195,283200,4,1.75,1830,12540,1,0,0,4,8,1958,0,2020
3105,7308900490,650000,3,2.5,2540,8073,1,0,0,4,8,1937,0,2110
3106,2222900082,449500,3,2,1770,6610,1,0,0,4,7,1954,0,2010
3107,3574801720,400000,3,1.75,1470,6682,1,0,0,3,7,1987,0,1790
3108,1721801591,89950,1,1,570,4080,1,0,0,3,5,1942,0,890
3109,2641800015,158800,3,1,960,8291,1,0,0,3,6,1950,0,1110
3110,7625703885,870000,4,3,2940,7108,2,0,1,3,9,2011,0,2240
3111,3751600176,196000,3,1.5,1000,18568,1,0,0,3,6,1989,0,1610
3112,5035300750,850000,3,1.75,2450,8603,1,0,0,5,8,1940,0,2280
3113,9510970300,775000,4,2.5,3310,5101,2,0,0,3,9,2005,0,3010
3114,9286100300,483500,3,2.5,1670,4308,2,0,0,3,8,2001,0,1670
3115,4047200850,387000,3,1.5,1620,21929,2,0,0,3,7,1990,0,1600
3116,4019300195,900000,3,3,2990,30869,2,0,0,3,10,1951,2003,1750
3117,7891600590,336000,3,1.5,1240,5000,1,0,2,3,7,1964,0,1050
3118,5249802424,415000,2,1,670,6000,1,0,0,5,6,1949,0,1240
3119,3918400017,380000,,,1470,979,3,0,2,3,8,2006,0,1470
3120,9209900315,350000,3,1.5,1320,4400,1,0,0,3,6,1909,0,1350
3121,7237500590,1320000,4,5.25,6110,10369,2,0,0,3,11,2005,0,4190
3122,3271800850,765000,3,1.75,2440,5800,1,0,3,4,8,1945,0,2530
3123,1023059511,527000,4,2.5,2900,6736,2,0,0,3,8,2013,0,2900
3124,4109600195,524000,4,2.75,2310,5000,1.5,0,0,5,8,1908,0,1100
3125,5100401468,448000,2,1,1110,5413,1,0,0,3,6,1937,0,1300
3126,1926069137,775000,4,3.25,4100,241322,2,0,0,3,9,1981,0,3770
3127,3828000405,176500,3,1,930,9900,1.5,0,0,4,5,1910,0,930
3128,7773800015,750000,4,2.25,2420,11120,1,0,2,4,8,1952,0,2210
3129,1084000107,1265000,4,2.25,2870,6000,1,0,0,5,8,1951,0,2370
3130,7832800015,250000,3,1,1480,6750,1,0,0,3,7,1958,0,1480
3131,9829200590,759000,3,2.75,1960,6390,1.5,0,2,5,8,1900,0,2440
3132,8127700820,640000,3,2,1470,4640,1.5,0,0,4,7,1926,0,1700
3133,9547202265,990000,3,3.25,2460,4182,2,0,0,5,8,1910,0,2370
3134,7663700261,395000,4,1.75,1960,7945,1,0,0,4,7,1946,0,1290
3135,1445200110,275000,2,1.5,1160,1103,2,0,0,3,7,2006,0,1160
3136,1023059313,390000,3,2.5,1910,4755,2,0,0,3,8,1997,0,2460
3137,170000215,752500,5,2.75,2720,4680,1.5,0,0,4,8,1913,0,1670
3138,7550801220,450000,2,1,1020,5000,1.5,0,0,4,6,1906,0,1490
3139,7518501390,473000,2,1,900,5100,1,0,0,4,7,1909,0,1400
3140,9407102460,178500,3,1.75,1120,10450,1,0,0,3,7,1973,0,1250
3141,8567300110,485000,3,2.5,2340,59058,1,0,0,3,8,1985,0,2700
3142,5029450110,215000,3,1.5,1410,8415,1,0,0,4,7,1982,0,1440
3143,7915100490,589000,4,1.75,1920,4862,1,0,0,5,7,1919,0,1840
3144,114101500,325000,4,1.75,1370,9993,1,0,0,3,6,1918,0,1650
3145,9274201807,580000,3,2.5,1590,1937,2.5,0,0,3,8,2004,0,1620
3146,7893206095,181100,4,1.75,1850,7500,1,0,0,3,7,1954,0,1460
3147,2770602265,345000,3,2,1430,4200,1,0,0,4,7,1908,0,1540
3148,5418200245,781000,3,1.75,1940,8729,1,0,0,3,8,1960,0,2250
3149,7228502150,402500,4,1,1270,3630,1.5,0,0,3,7,1903,0,1420
3150,7972601030,426000,3,1.5,1380,7200,1,0,0,3,7,1948,0,1220
3151,7853270940,389000,3,2.5,1720,4515,2,0,0,3,7,2005,0,2220
3152,5561401220,670000,6,3,4050,36171,2,0,0,4,8,1970,0,3660
3153,1336800015,1506000,4,3.25,3660,5800,2.5,0,0,3,10,1909,1995,3240
3154,8944750850,288400,3,2.25,1870,3230,2,0,0,3,7,1997,0,1620
3155,3362400590,700000,4,2,2230,4635,1.5,0,0,5,7,1908,0,1520
3156,6821100195,830000,4,3,2020,6000,1,0,0,3,8,1968,2015,1400
3157,1827200265,1899000,2,2.75,3690,32044,2,1,4,3,12,1989,0,2310
3158,5100401429,350500,2,1,1450,6380,1,0,0,3,7,1967,0,1240
3159,6116500028,431000,3,1.75,1630,9000,1,0,0,4,7,1956,0,1600
3160,2759800110,485000,3,2.5,1840,8250,1,0,1,3,8,1958,0,1970
3161,579000096,780000,3,1.5,1620,7500,1,0,2,4,8,1949,0,2440
3162,9169600096,720000,2,1.5,1840,9000,1,0,2,3,8,1957,0,1880
3163,1226059112,415000,3,1,1360,73616,1,0,0,3,7,1971,0,2040
3164,6021503830,480000,4,1,2080,5500,1,0,0,3,7,1941,0,1280
3165,3824100291,452250,4,2.25,2550,10000,1,0,0,4,7,1979,0,2440
3166,9264921030,316000,3,2.5,2550,8170,2,0,0,3,8,1985,0,1840
3167,8073000495,700000,2,1,1160,17635,1,1,4,3,6,1945,0,1510
3168,7129304105,285000,4,2,1760,5500,1,0,1,3,7,1925,2004,1510
3169,525049085,575000,3,1.75,1720,4050,1,0,0,5,7,1906,0,1720
3170,6117500785,590000,3,2.25,2300,12430,1,0,2,4,8,1960,0,2500
3171,6115400008,587500,4,1.75,2500,20868,1,0,2,3,8,1956,0,2170
3172,4024101545,364000,4,2.25,1750,10270,1.5,0,0,4,8,1968,0,1750
3173,8651511220,490000,3,2.5,1890,10190,2,0,0,3,8,1986,0,2080
3174,5561301280,410000,3,2.25,1800,36704,1,0,0,4,8,1978,0,2730
3175,3629800100,520000,3,2.5,2160,4297,2,0,0,3,9,1999,0,2160
3176,6141100750,389000,3,1,1380,6591,1,0,0,4,7,1947,0,1610
3177,2770605065,450000,2,1,1180,6000,1,0,0,3,7,1910,0,1600
3178,2517100490,325000,3,2.5,2550,4240,2,0,0,3,7,2006,0,2550
3179,4083801785,660000,2,1,1070,5000,1,0,0,3,7,1924,0,1400
3180,4318200405,850000,3,2.25,2870,8170,2,0,0,3,10,1995,0,1310
3181,2329810590,285000,3,2.5,1940,9874,2,0,0,3,7,1990,0,1860
3182,2768301214,395000,2,1,870,3121,1,0,0,4,7,1923,0,1570
3183,1931301105,440000,3,2,1550,2401,2,0,0,3,7,1996,0,1550
3184,3343903640,249000,3,1.75,1400,5648,1.5,0,0,5,6,1917,0,2320
3185,8813400245,635000,3,1.75,1210,4400,1.5,0,0,4,8,1930,0,2020
3186,3521049048,515000,3,2.5,3430,48993,2,0,0,3,9,2001,0,2460
3187,1118001645,1400000,3,3.25,3020,6073,2,0,0,4,9,1954,0,3020
3188,2968801105,200000,2,1,950,8100,1,0,0,3,6,1955,0,1620
3189,3524039209,1135000,4,2.75,3370,8103,1,0,3,3,9,1970,2014,2120
3190,952003480,445000,4,1,1460,4600,1,0,2,3,6,1946,0,1560
3191,2877102670,555000,3,1.5,1740,4200,1.5,0,0,4,7,1920,0,1660
3192,5014000100,537000,4,2,1720,6413,1,0,0,4,7,1950,0,1280
3193,7399301050,315000,3,1.75,1480,7500,1,0,0,4,7,1968,0,1480
3194,6979940100,805000,5,2.5,3320,7266,2,0,0,3,9,2000,0,3060
3195,8731982840,414000,4,2.5,3490,9030,1.5,0,0,4,8,1969,0,2540
3196,6909200037,375000,2,1.5,1160,1648,2,0,0,3,7,2002,0,1458
3197,1160000115,401000,4,1.75,3010,12523,1,0,0,3,8,1952,0,2040
3198,7893207665,210000,3,1,1030,4583,1,0,0,3,7,1967,0,1730
3199,8024201270,365000,2,1,980,5110,1,0,0,4,7,1939,0,1430
3200,3800008,178000,5,1.5,1990,18200,1,0,0,3,7,1960,0,1860
3201,6788200931,710000,2,1,1790,4000,1,0,0,4,7,1923,0,1310
3202,723049596,255000,2,1,810,7980,1,0,0,1,6,1928,0,1440
3203,7214711270,528000,5,2.25,2940,38009,1,0,0,3,8,1977,0,2620
3204,4136980090,537000,4,4.25,4883,26040,2,0,3,3,10,2006,0,3736
3205,9278200131,442000,4,1.5,1360,6110,1,0,0,3,7,1955,0,1520
3206,4046600750,375000,3,1.75,1370,19550,1,0,0,3,7,1978,2006,1430
3207,9510970090,637250,4,2.5,2120,3220,2,0,0,3,9,2005,0,2120
3208,2594200375,427500,3,1.75,1240,7200,1,0,0,5,7,1942,0,1640
3209,1125069064,700000,4,2.5,2770,89298,2,0,0,3,8,2004,0,2650
3210,117000100,680000,3,1.75,1660,5750,1,0,0,4,7,1909,0,2060
3211,9212900820,393820,2,2,1170,8251,1,0,0,3,7,1941,0,1360
3212,3959400855,525000,4,2.75,2470,7200,1,0,0,5,7,1940,0,1500
3213,2028700265,505000,2,1.75,1310,3816,1,0,0,2,7,1929,0,1510
3214,3041700090,555565,3,2,1670,11337,1,0,1,4,7,1959,0,2210
3215,868001295,650000,3,1.75,1660,10819,1,0,0,4,7,1942,0,3110
3216,7853270740,632500,5,3.25,3500,7254,2,0,0,3,8,2005,0,2820
3217,5416500090,269000,3,2.5,1440,3800,2,0,0,3,7,2005,0,1890
3218,3574801110,405000,4,2.75,2360,7716,1,0,0,3,7,1978,0,2160
3219,624110930,845000,3,3.5,3460,15745,2,0,0,3,10,1986,0,3350
3220,5335700110,234000,3,1,1750,8820,1,0,0,4,7,1961,0,1400
3221,1176000964,638000,4,1.75,1470,4236,1.5,0,0,4,7,1946,0,1480
3222,7334602070,290000,3,1.75,1710,10950,1,0,0,3,7,1967,0,1180
3223,2420069251,262000,1,0.75,520,12981,1,0,0,5,3,1920,0,1340
3224,7885800740,270000,4,2.5,2350,5835,2,0,0,3,8,2003,0,3010
3225,8082400076,875000,4,2.25,2380,4876,2,0,0,4,9,1948,0,1780
3226,1310980110,299000,3,2.25,1920,7840,2,0,0,4,8,1982,0,2170
3227,2354300740,551000,3,1,1580,6000,1,0,0,5,7,1947,0,1580
3228,3023049236,350000,3,2.75,3070,5280,2,0,1,3,7,1950,1986,2570
3229,9808700405,1901000,3,2.5,2660,13367,2,0,2,3,10,1992,0,2660
3230,2877102345,511718,2,1.75,1700,5000,1,0,0,3,6,1915,0,1690
3231,1924069058,965000,4,3.25,5010,49222,2,0,0,5,9,1978,0,3140
3232,9269260100,475000,4,2.25,2680,4673,2,0,0,3,7,1999,0,2460
3233,2877104265,1062000,4,2.75,2720,4000,1.5,0,2,5,8,1928,0,1600
3234,3123039089,252000,2,1,940,15450,1,0,0,4,6,1926,0,1370
3235,8576400110,580000,6,2.5,3596,13700,1,0,0,5,8,1964,0,1894
3236,7660600131,374950,2,2.25,1240,1172,2,0,0,3,8,2008,0,1260
3237,2296500131,739000,5,4,4660,9900,2,0,2,4,9,1979,0,3380
3238,1761300850,271000,4,1.75,1710,7200,1,0,0,5,7,1975,0,1730
3239,6083000037,230000,2,1,930,7550,1,0,0,3,6,1986,0,1370
3240,5259800090,210000,3,2.25,1430,9150,1,0,0,3,7,1984,0,1430
3241,2968801366,350000,3,2.75,1650,5700,2,0,0,4,7,1988,0,1320
3242,2126059172,491500,3,2.25,1560,12000,1,0,0,4,7,1968,0,2190
3243,7334501250,325000,3,2.5,1870,9825,1,0,0,4,7,1994,0,1380
3244,1545805490,190000,3,2,1320,7625,1,0,0,3,7,1987,0,1420
3245,7518500855,658600,4,2,1400,4690,1.5,0,0,4,7,1945,0,1400
3246,4171200025,299950,3,1.5,1940,8951,1,0,0,3,7,1958,0,2000
3247,9818700215,464000,5,2,2000,3000,1.5,0,0,3,6,1931,0,1330
3248,798000535,308000,3,1,1640,18144,1.5,0,0,3,6,1942,0,1500
3249,3900100265,625000,3,1,1020,7650,1,0,0,3,6,1919,0,1870
3250,1951100110,240000,3,1.75,1630,9450,1,0,0,4,7,1977,0,1280
3251,7215420590,530000,4,2.5,2940,35996,2,0,0,3,9,1995,0,2890
3252,3343301910,1000000,5,4.5,2120,8944,2,1,4,5,8,1939,1963,2870
3253,9828702095,439000,1,1,790,2400,1,0,0,3,7,1918,0,1580
3254,2917200645,575000,4,1.75,2020,6200,1,0,0,4,6,1948,0,1440
3255,6163900501,418000,3,1.75,1530,7238,1,0,0,3,7,1959,0,1580
3256,540100057,1208000,4,3.75,3250,10949,2,0,0,4,9,1930,1989,2340
3257,2652500300,1100000,4,3.75,2930,3200,1.5,0,0,5,9,1925,0,1900
3258,1330300300,1900000,3,3.75,3150,8550,2,0,0,3,10,2007,0,2510
3259,1137301780,580000,3,2.5,2180,40278,2,0,0,3,9,1985,0,2630
3260,9842300485,380000,2,1,1040,7372,1,0,0,5,7,1939,0,1930
3261,7224000315,256000,3,1,880,5375,1,0,0,4,5,1924,0,980
3262,6161000015,349950,3,1,1400,7066,1,0,0,3,8,1957,0,1400
3263,5207200195,691500,4,2.5,2600,7200,2,0,0,3,7,1962,2002,1790
3264,9191201790,556000,3,1.75,1590,2500,1.5,0,0,4,7,1908,0,1420
3265,8731902680,218000,3,2.25,1610,7084,1,0,0,4,8,1968,0,2170
3266,9448300115,425000,4,2,1390,4500,1.5,0,0,5,7,1908,0,1900
3267,4045500625,935000,3,3.25,3710,38509,2,0,0,3,10,1998,0,1680
3268,5603700025,732000,4,1.75,2360,11300,1,0,0,4,9,1974,0,2290
3269,1266200015,805500,3,1,1440,10330,1,0,0,4,7,1952,0,2080
3270,952003350,507250,3,1.75,1400,5750,1,0,2,3,6,1915,0,1500
3271,2386000300,800000,4,2.5,4600,67369,2,0,0,3,10,1990,0,4600
3272,3625059143,600000,3,2.25,2100,8276,2,0,1,4,8,1979,0,2420
3273,8651500850,627800,4,1.75,2010,12044,1,0,0,3,9,1982,0,2200
3274,3359500110,660000,2,2.25,2550,6000,2,0,0,5,7,1902,0,2010
3275,818500490,153503,2,2.5,1240,3649,2,0,0,3,7,1986,0,1400
3276,3876311390,456500,3,2.25,2090,9163,1,0,0,3,7,1975,0,1960
3277,8085400490,1306000,5,2.5,2770,8100,2,0,0,3,9,2002,0,2070
3278,2355010090,843500,3,2.5,3560,11448,2,0,0,3,11,1997,0,3290
3279,9550200265,625000,3,1,1240,4080,1,0,0,3,7,1925,0,2060
3280,8818400490,527000,2,1.75,1640,4080,1,0,0,3,7,1921,0,1980
3281,8964800025,1965000,5,3.75,3940,13738,1.5,0,3,4,9,1951,0,2370
3282,2125059112,1003000,5,2.5,3150,50094,2,0,0,4,9,1969,0,3600
3283,2028700535,855000,4,3,2550,5300,2,0,0,3,8,1908,2013,1590
3284,4309710100,725000,4,3.25,3940,27591,2,0,3,3,9,2000,0,3420
3285,4364700805,315000,1,1,580,7200,1,0,0,3,6,2000,0,1360
3286,3356407665,180000,3,1.75,1330,16000,1,0,0,3,7,1978,0,1330
3287,9238900855,700000,2,1,930,5000,1,0,3,3,7,1926,2013,1760
3288,1086100100,476500,3,1,1060,8625,2,0,0,4,7,1962,1997,2010
3289,6121000110,193000,3,1.5,1180,9048,1,0,0,3,7,1960,0,1460
3290,8700100100,295000,4,2.5,1850,6663,2,0,0,3,7,1990,0,1850
3291,9417400215,363000,2,1,820,4880,1,0,0,4,6,1925,0,1320
3292,7701961030,875000,4,2.5,3600,21794,2,0,0,4,11,1990,0,3410
3293,2149800148,257200,3,2,1850,8250,1,0,0,4,7,1952,0,1580
3294,686450490,555000,3,2,2240,11250,1,0,0,3,8,1968,0,2200
3295,9413400165,380000,3,2.25,1860,15559,2,0,0,4,7,1963,0,1110
3296,104550690,282000,4,2.75,2390,7330,2,0,0,3,7,1989,0,1980
3297,1995200245,545000,4,2.5,2040,6034,2,0,0,3,7,1990,0,1380
3298,7409700215,550000,3,1.5,1900,5000,1.5,0,0,3,7,1926,0,2090
3299,7409700215,921500,3,1.5,1900,5000,1.5,0,0,3,7,1926,0,2090
3300,1337800855,885000,3,1.5,2200,2880,2,0,0,5,7,1904,0,2440
3301,7015200615,820000,4,2.25,2280,6660,1.5,0,2,3,8,1940,1984,1720
3302,8805400090,289000,3,1,1090,7315,1,0,0,5,6,1981,0,1090
3303,2391602350,334000,1,1,670,5750,1,0,0,3,7,1942,2011,1170
3304,844001140,206000,3,1,1050,5233,1,0,0,5,5,1906,0,970
3305,5210200131,491950,3,2.25,2090,10733,1,0,0,3,7,1958,0,1740
3306,6893300110,430000,3,2.5,2030,7770,2,0,0,3,8,2003,0,1360
3307,1796351080,208000,3,2,1250,7995,1,0,0,4,7,1980,0,1540
3308,1938400300,245000,4,2.25,2600,6390,1,0,0,3,8,1978,0,2110
3309,2877101340,426000,2,1,640,2500,1,0,0,4,6,1918,0,1460
3310,6084200100,400000,3,2.5,2120,3742,2,0,0,3,7,2006,0,2250
3311,7977201910,553000,3,1,1330,5100,1,0,0,3,7,1942,0,1500
3312,6638900115,296000,2,1,750,4680,1,0,0,3,5,1948,0,1450
3313,2587920110,428000,3,2.5,2230,32660,1,0,0,4,8,1977,0,2400
3314,3438500714,325000,4,2.5,1890,6156,1,0,0,3,7,1980,0,1590
3315,726049184,294000,2,1,820,6366,1,0,0,5,6,1952,0,1580
3316,2787720300,410000,3,1.75,1880,8424,1,0,0,4,7,1977,0,1970
3317,2821049048,590000,4,4.25,2360,57514,2,0,0,4,8,1939,1987,2037
3318,3904901450,445000,3,2.25,1850,4050,2,0,0,4,7,1985,0,1650
3319,9829200495,921000,4,2.5,2310,5362,2,0,4,4,8,1928,0,2530
3320,1523089097,496000,3,1.5,2520,37616,1,0,0,3,8,1955,0,1470
3321,2724200705,95000,2,1,800,8550,1,0,0,3,7,1947,0,1490
3322,8122600245,359000,4,1.75,1580,6396,1,0,0,4,6,1945,0,1180
3323,1323089184,452500,3,2.5,2430,88426,1,0,0,4,7,1985,0,1560
3324,2600300110,555000,4,1.75,2350,6200,1.5,0,0,4,7,1946,0,1800
3325,9485951030,549900,5,3,3800,42316,1.5,0,0,4,9,1984,0,2580
3326,4021700025,569000,5,3,3670,10583,1,0,0,5,8,1952,0,2720
3327,2473250850,318500,4,2,1780,7350,1,0,0,5,7,1974,0,1480
3328,9828702310,487028,2,1.5,1295,1093,2,0,0,3,9,2007,0,1295
3329,7523700245,240000,3,1,1350,7560,1,0,0,4,7,1959,0,1470
3330,1765100025,253000,3,2.25,1440,9806,1,0,0,3,7,1965,0,1590
3331,2011400405,380000,5,1.75,1320,38125,1,0,0,4,7,1947,0,2360
3332,3410600015,250000,2,0.75,700,16828,1,0,0,4,6,1958,0,2010
3333,3276050110,368500,2,1.75,2510,19141,2,0,0,3,9,1977,0,2400
3334,7792000025,340000,3,1,3180,27586,1,0,0,3,8,1969,0,2180
3335,2810600015,400000,2,1,910,4000,1,0,0,3,7,1918,0,1060
3336,8081900011,835000,3,2,1570,4625,1.5,0,0,5,8,1927,0,1760
3337,104550740,299000,3,2.5,2450,7062,2,0,0,3,8,1993,0,1960
3338,1959701745,1675000,6,2.25,4910,6600,2.5,0,0,5,10,1910,0,3280
3339,8078520090,265000,3,2,1570,5706,1,0,0,3,7,1998,0,1570
3340,6403510090,437500,4,2.5,2680,7513,2,0,0,3,8,1998,0,2640
3341,2326300090,865000,3,1.75,2090,4725,2,0,0,3,7,1947,2013,1280
3342,8078380090,626000,3,2,2150,7200,1,0,0,3,8,1988,0,2510
3343,7132300042,247300,2,2,1140,1118,2,0,0,3,7,2009,0,1140
3344,3861470110,2075000,4,3.5,4230,20377,2,0,0,3,11,1997,0,3980
3345,2734101055,425000,3,1,1790,6000,1.5,0,0,2,8,1937,0,1060
3346,4039701080,905000,5,3.5,3100,10200,1,0,4,3,9,1970,0,2700
3347,464000600,641250,3,2.5,2220,2550,3,0,2,3,10,1990,0,2200
3348,5437400100,675000,4,2.5,2370,9679,2,0,0,3,8,1984,0,2290
3349,1423089055,845000,4,2.75,4070,115434,2,0,0,3,9,2002,0,2970
3350,6713700100,401500,4,1,1790,8400,1,0,0,4,7,1954,0,1470
3351,339600110,395000,3,2.5,1610,3755,2,0,0,3,7,1987,0,1300
3352,5021900090,1100000,5,2.75,2830,18050,1,0,0,5,7,1958,0,2370
3353,6099400053,145000,3,1,1010,5490,1,0,0,3,6,1954,0,1740
3354,7518508625,900000,3,1,1560,3825,1.5,0,0,3,8,1930,0,1700
3355,8143000490,374500,3,1.5,1330,8636,1,0,0,4,7,1968,0,1370
3356,3260000300,850000,4,2.25,2330,10451,2,0,0,4,8,1965,0,1880
3357,5742600090,490000,3,1,960,5750,1,0,0,3,7,1951,0,1520
3358,7212650850,304000,3,2.5,1710,6773,2,0,0,3,8,1993,0,2220
3359,9158800090,400000,4,2.25,2230,7200,1,0,0,4,7,1963,0,2010
3360,7820000038,454000,3,2,1700,10000,2,0,0,3,8,1992,0,1460
3361,7135300026,160000,2,2,1040,4750,1,0,0,2,6,1950,0,1350
3362,8562700300,542000,3,1.75,1070,8030,1,0,0,3,7,1966,2014,1540
3363,6114400028,403500,5,2.5,3600,17300,1,0,0,4,8,1968,0,2620
3364,3793501130,418000,4,2.5,2750,8471,2,0,0,3,7,2003,0,2610
3365,6052400625,406000,4,1.5,1920,6000,2,0,1,3,7,1951,0,1920
3366,2560805630,242500,3,2.25,1770,10000,1,0,0,3,7,1978,0,1270
3367,9558020600,425000,4,2.5,2460,5440,2,0,0,3,9,2003,0,2460
3368,9136101335,613000,4,2,1550,4815,1.5,0,0,3,7,1909,0,1680
3369,9407101380,189000,3,2,1460,11481,1,0,0,2,7,1995,0,1540
3370,8901500178,700000,4,2.25,2440,9450,1.5,0,0,3,7,1947,2014,1720
3371,9551201250,750000,3,1,1640,6516,1.5,0,0,4,7,1935,0,1770
3372,3544400236,494000,2,1,1290,4650,1,0,0,4,7,1906,0,1640
3373,7215730090,700000,4,3,3150,7778,2,0,0,3,9,2000,0,2970
3374,8682291390,705000,2,2.5,2305,5580,1,0,0,3,8,2007,0,1440
3375,1770000490,356000,2,1.75,1060,16470,1,0,0,3,7,1977,0,1790
3376,2935400100,625000,3,1.75,2060,12558,1,0,0,4,7,1984,0,1850
3377,7686205020,144975,2,1,900,7500,1,0,0,3,5,1940,0,1350
3378,3629921240,970000,4,4.5,3890,5906,2,0,3,3,11,2004,0,4170
3379,1775801340,415000,3,1.75,1910,12596,1,0,0,3,7,1977,0,1550
3380,3574801780,485000,4,3,2340,7048,1,0,0,4,8,1979,0,1440
3381,7854800090,799950,3,3,2900,11769,2,0,0,3,10,1997,0,2900
3382,4054530090,783350,4,2.5,3290,35001,2,0,0,3,10,1991,0,4090
3383,8807900236,430000,1,1,630,1362,1,0,0,3,7,1943,0,1090
3384,1118001408,2544750,5,4.75,5410,13431,2,0,0,4,10,1941,0,3750
3385,9290850740,975000,4,2.5,4270,43386,1,0,0,3,10,1991,0,3630
3386,3025059089,950000,3,1.5,1700,8050,1,0,0,3,7,1950,0,2920
3387,923000265,350000,2,1,1430,8157,1.5,0,0,3,7,1944,0,1820
3388,8901001335,637000,4,2.75,2850,7510,2,0,0,3,8,2008,0,1510
3389,1523059066,895000,3,2,2160,105415,1,0,0,3,10,1991,0,2760
3390,5249801785,579000,2,2,1760,7200,1,0,0,5,7,1946,0,1760
3391,2190601055,314900,4,1.75,2700,27072,1,0,0,3,7,1958,0,2460
3392,1917300025,122000,2,1,860,6000,1,0,0,3,6,1945,0,1300
3393,3797000300,405000,2,1,880,3000,1,0,0,5,7,1927,0,1300
3394,5332200026,553650,2,2.5,1360,1349,2,0,0,3,8,1997,0,1430
3395,3278602760,369900,2,2.5,1770,1853,3,0,0,3,8,2007,0,1770
3396,2721049059,225000,3,2,2030,24829,1,0,0,4,7,1979,0,1980
3397,2172000750,160000,2,1,1180,9350,1,0,0,3,6,1918,0,1780
3398,1022069058,449500,4,2,2430,199940,1,0,0,3,8,1961,0,2220
3399,249000115,650000,3,1,1300,8266,1,0,0,4,7,1953,0,1300
3400,7214710300,542126,4,2.5,2360,43088,2,0,0,3,8,1977,0,2850
